ANO,MS,DI,HR,1200535,1200579,1210762
2018,7,13,0,-990.0,.0,.1
2018,7,13,1,-990.0,.0,.0
2018,7,13,2,-990.0,.0,.0
2018,7,13,3,-990.0,.0,.0
2018,7,13,4,-990.0,.0,.0
2018,7,13,5,-990.0,.0,.8
2018,7,13,6,-990.0,26.6,23.8
2018,7,13,7,-990.0,434.4,368.3
2018,7,13,8,-990.0,614.9,730.4
2018,7,13,9,-990.0,1264.3,737.6
2018,7,13,10,-990.0,1098.3,829.0
2018,7,13,11,-990.0,970.7,1567.6
2018,7,13,12,-990.0,1820.7,1363.9
2018,7,13,13,-990.0,1713.8,2107.1
2018,7,13,14,-990.0,1934.5,2781.6
2018,7,13,15,-990.0,2008.0,3048.3
2018,7,13,16,-990.0,2130.6,2554.1
2018,7,13,17,-990.0,1243.6,2269.2
2018,7,13,18,-990.0,1217.7,1526.9
2018,7,13,19,-990.0,702.6,807.1
2018,7,13,20,-990.0,164.0,149.4
2018,7,13,21,-990.0,.1,.0
2018,7,13,22,-990.0,.0,.0
2018,7,13,23,-990.0,.0,.0
2018,7,14,0,-990.0,.0,.0
2018,7,14,1,-990.0,.0,.0
2018,7,14,2,-990.0,.0,.0
2018,7,14,3,-990.0,.0,.0
2018,7,14,4,-990.0,.0,.9
2018,7,14,5,-990.0,.0,.0
2018,7,14,6,-990.0,14.2,11.8
2018,7,14,7,-990.0,145.1,150.9
2018,7,14,8,-990.0,357.6,305.3
2018,7,14,9,-990.0,841.1,767.2
2018,7,14,10,-990.0,1583.5,1319.7
2018,7,14,11,-990.0,1335.7,1236.0
2018,7,14,12,-990.0,2211.1,1945.9
2018,7,14,13,-990.0,2461.8,2612.3
2018,7,14,14,-990.0,2963.5,3511.1
2018,7,14,15,-990.0,3115.5,2298.4
2018,7,14,16,-990.0,2750.0,1814.7
2018,7,14,17,-990.0,1008.6,2086.0
2018,7,14,18,-990.0,992.0,1384.3
2018,7,14,19,-990.0,392.1,603.5
2018,7,14,20,-990.0,68.6,87.4
2018,7,14,21,-990.0,.3,.5
2018,7,14,22,-990.0,.0,.0
2018,7,14,23,-990.0,.0,.0
2018,7,15,0,-990.0,.0,.0
2018,7,15,1,-990.0,.0,.0
2018,7,15,2,-990.0,.0,.0
2018,7,15,3,-990.0,.0,.0
2018,7,15,4,-990.0,.0,.0
2018,7,15,5,-990.0,.0,.0
2018,7,15,6,-990.0,34.3,22.5
2018,7,15,7,-990.0,432.1,325.9
2018,7,15,8,-990.0,1122.2,1040.0
2018,7,15,9,-990.0,1347.1,1058.8
2018,7,15,10,-990.0,1652.7,2040.2
2018,7,15,11,-990.0,1422.2,1014.9
2018,7,15,12,-990.0,2163.5,2319.7
2018,7,15,13,-990.0,3396.7,3550.9
2018,7,15,14,-990.0,3078.3,3042.5
2018,7,15,15,-990.0,2562.8,3100.4
2018,7,15,16,-990.0,2252.8,1978.3
2018,7,15,17,-990.0,1865.7,1597.9
2018,7,15,18,-990.0,1286.6,968.3
2018,7,15,19,-990.0,695.0,823.9
2018,7,15,20,-990.0,156.5,122.9
2018,7,15,21,-990.0,.1,.0
2018,7,15,22,-990.0,.0,.0
2018,7,15,23,-990.0,.0,.0
2018,7,16,0,-990.0,.0,.1
2018,7,16,1,-990.0,.0,.0
2018,7,16,2,-990.0,.0,.0
2018,7,16,3,-990.0,.0,.0
2018,7,16,4,-990.0,.0,.0
2018,7,16,5,-990.0,.0,.0
2018,7,16,6,-990.0,51.1,20.2
2018,7,16,7,-990.0,408.7,400.4
2018,7,16,8,-990.0,953.3,930.6
2018,7,16,9,-990.0,1912.1,1398.0
2018,7,16,10,-990.0,1397.1,2117.7
2018,7,16,11,-990.0,2254.5,1836.2
2018,7,16,12,-990.0,2906.7,2930.3
2018,7,16,13,-990.0,3246.8,3430.1
2018,7,16,14,-990.0,3403.6,3100.8
2018,7,16,15,-990.0,3167.8,3233.2
2018,7,16,16,-990.0,2683.4,2800.9
2018,7,16,17,-990.0,1973.2,2254.1
2018,7,16,18,-990.0,1278.6,1545.3
2018,7,16,19,-990.0,696.6,830.5
2018,7,16,20,-990.0,155.5,138.7
2018,7,16,21,-990.0,.1,.0
2018,7,16,22,-990.0,.0,.0
2018,7,16,23,-990.0,.0,.0
2018,7,17,0,-990.0,.0,.0
2018,7,17,1,-990.0,.0,.0
2018,7,17,2,-990.0,.0,.0
2018,7,17,3,-990.0,.0,.0
2018,7,17,4,-990.0,.0,.0
2018,7,17,5,-990.0,.0,.0
2018,7,17,6,-990.0,44.6,16.7
2018,7,17,7,-990.0,527.7,400.6
2018,7,17,8,-990.0,1228.7,1231.0
2018,7,17,9,-990.0,1924.2,1929.3
2018,7,17,10,-990.0,2561.4,2538.7
2018,7,17,11,-990.0,3076.1,3040.6
2018,7,17,12,-990.0,3416.8,3388.0
2018,7,17,13,-990.0,3552.4,3521.9
2018,7,17,14,-990.0,3482.3,3476.6
2018,7,17,15,-990.0,3198.7,3231.5
2018,7,17,16,-990.0,2705.7,2831.2
2018,7,17,17,-990.0,1977.6,2260.2
2018,7,17,18,-990.0,1288.6,1564.5
2018,7,17,19,-990.0,704.0,848.3
2018,7,17,20,-990.0,150.9,135.7
2018,7,17,21,-990.0,.0,.0
2018,7,17,22,-990.0,.0,.0
2018,7,17,23,-990.0,.0,.0
2018,7,18,0,-990.0,.0,.0
2018,7,18,1,-990.0,.0,.0
2018,7,18,2,-990.0,.0,.0
2018,7,18,3,-990.0,.0,.0
2018,7,18,4,-990.0,.0,.0
2018,7,18,5,-990.0,.0,.0
2018,7,18,6,-990.0,39.5,27.7
2018,7,18,7,-990.0,506.6,400.6
2018,7,18,8,-990.0,1014.0,1208.1
2018,7,18,9,-990.0,1798.6,1924.5
2018,7,18,10,-990.0,1372.8,2670.1
2018,7,18,11,-990.0,2423.6,1916.7
2018,7,18,12,-990.0,3027.8,2212.9
2018,7,18,13,-990.0,2920.8,2361.4
2018,7,18,14,-990.0,3059.0,3389.3
2018,7,18,15,-990.0,2607.6,3149.3
2018,7,18,16,-990.0,2373.5,2782.4
2018,7,18,17,-990.0,1914.8,2270.7
2018,7,18,18,-990.0,1268.0,1558.0
2018,7,18,19,-990.0,696.4,828.9
2018,7,18,20,-990.0,154.4,133.7
2018,7,18,21,-990.0,.0,.0
2018,7,18,22,-990.0,.0,.0
2018,7,18,23,-990.0,.0,.0
2018,7,19,0,-990.0,.0,.0
2018,7,19,1,-990.0,.0,.0
2018,7,19,2,-990.0,.0,.0
2018,7,19,3,-990.0,.0,.0
2018,7,19,4,-990.0,.0,.0
2018,7,19,5,-990.0,.0,.0
2018,7,19,6,-990.0,37.8,21.3
2018,7,19,7,-990.0,342.4,183.3
2018,7,19,8,-990.0,846.4,579.7
2018,7,19,9,-990.0,1354.6,1181.1
2018,7,19,10,-990.0,2014.4,1726.5
2018,7,19,11,-990.0,2525.4,2213.5
2018,7,19,12,-990.0,3053.9,2869.9
2018,7,19,13,-990.0,2889.9,3232.4
2018,7,19,14,-990.0,3475.7,3360.2
2018,7,19,15,-990.0,3251.5,3263.3
2018,7,19,16,-990.0,2830.3,2817.6
2018,7,19,17,-990.0,1415.9,1402.7
2018,7,19,18,-990.0,592.1,517.3
2018,7,19,19,-990.0,436.2,227.7
2018,7,19,20,-990.0,64.2,50.4
2018,7,19,21,-990.0,.1,.0
2018,7,19,22,-990.0,.0,.0
2018,7,19,23,-990.0,.0,.0
2018,7,20,0,-990.0,.0,.0
2018,7,20,1,-990.0,.0,.0
2018,7,20,2,-990.0,.0,.0
2018,7,20,3,-990.0,.0,.0
2018,7,20,4,-990.0,.0,.0
2018,7,20,5,-990.0,.0,.0
2018,7,20,6,-990.0,22.6,15.2
2018,7,20,7,-990.0,296.3,243.5
2018,7,20,8,-990.0,672.0,861.0
2018,7,20,9,-990.0,1286.3,1624.8
2018,7,20,10,-990.0,2219.9,2164.4
2018,7,20,11,-990.0,3035.4,2923.9
2018,7,20,12,-990.0,3355.4,3352.9
2018,7,20,13,-990.0,3518.4,3489.0
2018,7,20,14,-990.0,3449.2,3434.8
2018,7,20,15,-990.0,3180.5,3208.9
2018,7,20,16,-990.0,2678.8,2793.3
2018,7,20,17,-990.0,1960.9,2218.1
2018,7,20,18,-990.0,1297.7,1546.9
2018,7,20,19,-990.0,700.0,805.2
2018,7,20,20,-990.0,129.8,120.9
2018,7,20,21,-990.0,.1,.0
2018,7,20,22,-990.0,.0,.0
2018,7,20,23,-990.0,.0,.0
2018,7,21,0,-990.0,.0,.0
2018,7,21,1,-990.0,.0,.0
2018,7,21,2,-990.0,.0,.0
2018,7,21,3,-990.0,.0,.0
2018,7,21,4,-990.0,.0,.0
2018,7,21,5,-990.0,.0,.0
2018,7,21,6,-990.0,35.1,18.1
2018,7,21,7,-990.0,479.1,358.1
2018,7,21,8,-990.0,1180.7,1180.6
2018,7,21,9,-990.0,1877.0,1896.1
2018,7,21,10,-990.0,2524.5,2506.4
2018,7,21,11,-990.0,3036.2,3011.3
2018,7,21,12,-990.0,3406.9,3372.6
2018,7,21,13,-990.0,3553.9,3520.6
2018,7,21,14,-990.0,3492.6,3502.8
2018,7,21,15,-990.0,3226.1,3262.9
2018,7,21,16,-990.0,2721.4,2841.8
2018,7,21,17,-990.0,1957.5,2239.1
2018,7,21,18,-990.0,1258.8,1530.9
2018,7,21,19,-990.0,678.8,813.0
2018,7,21,20,-990.0,131.2,114.5
2018,7,21,21,-990.0,.0,.0
2018,7,21,22,-990.0,.0,.0
2018,7,21,23,-990.0,.0,.0
2018,7,22,0,-990.0,.0,.0
2018,7,22,1,-990.0,.0,.0
2018,7,22,2,-990.0,.0,.0
2018,7,22,3,-990.0,.0,.0
2018,7,22,4,-990.0,.0,.0
2018,7,22,5,-990.0,.0,.0
2018,7,22,6,-990.0,27.8,14.5
2018,7,22,7,-990.0,269.1,340.9
2018,7,22,8,-990.0,1029.3,1209.9
2018,7,22,9,-990.0,1430.1,1986.7
2018,7,22,10,-990.0,2338.4,2058.7
2018,7,22,11,-990.0,3024.3,2926.7
2018,7,22,12,-990.0,3382.7,3296.5
2018,7,22,13,-990.0,3516.0,3420.5
2018,7,22,14,-990.0,3439.1,3452.5
2018,7,22,15,-990.0,3157.2,3211.5
2018,7,22,16,-990.0,2672.3,2797.0
2018,7,22,17,-990.0,1946.6,2226.3
2018,7,22,18,-990.0,1256.1,1528.2
2018,7,22,19,-990.0,668.9,816.3
2018,7,22,20,-990.0,138.8,109.3
2018,7,22,21,-990.0,.0,.0
2018,7,22,22,-990.0,.0,.0
2018,7,22,23,-990.0,.0,.0
2018,7,23,0,-990.0,.0,.0
2018,7,23,1,-990.0,.0,.0
2018,7,23,2,-990.0,.0,.0
2018,7,23,3,-990.0,.0,.0
2018,7,23,4,-990.0,.0,.0
2018,7,23,5,-990.0,.0,.0
2018,7,23,6,-990.0,33.2,16.2
2018,7,23,7,-990.0,466.8,338.4
2018,7,23,8,-990.0,1158.3,642.6
2018,7,23,9,-990.0,1463.5,1179.7
2018,7,23,10,-990.0,1427.7,1641.8
2018,7,23,11,-990.0,2356.4,2975.2
2018,7,23,12,-990.0,3037.7,3395.2
2018,7,23,13,-990.0,3170.5,3524.7
2018,7,23,14,-990.0,3434.4,3477.5
2018,7,23,15,-990.0,3174.9,3221.1
2018,7,23,16,-990.0,2679.8,2799.2
2018,7,23,17,-990.0,1949.3,2221.9
2018,7,23,18,-990.0,1253.1,1527.1
2018,7,23,19,-990.0,665.2,807.7
2018,7,23,20,-990.0,139.0,102.4
2018,7,23,21,-990.0,.0,.0
2018,7,23,22,-990.0,.0,.0
2018,7,23,23,-990.0,.0,.0
2018,7,24,0,-990.0,.0,.0
2018,7,24,1,-990.0,.0,.0
2018,7,24,2,-990.0,.0,.0
2018,7,24,3,-990.0,.0,.0
2018,7,24,4,-990.0,.0,.0
2018,7,24,5,-990.0,.0,.0
2018,7,24,6,-990.0,30.1,33.1
2018,7,24,7,-990.0,416.1,324.6
2018,7,24,8,-990.0,795.3,670.9
2018,7,24,9,-990.0,922.8,558.9
2018,7,24,10,-990.0,1740.0,1268.0
2018,7,24,11,-990.0,2032.7,2779.2
2018,7,24,12,-990.0,2494.9,3470.9
2018,7,24,13,-990.0,3418.5,3619.6
2018,7,24,14,-990.0,3057.8,2862.8
2018,7,24,15,-990.0,2911.6,3188.2
2018,7,24,16,-990.0,2739.8,2444.8
2018,7,24,17,-990.0,1107.2,977.0
2018,7,24,18,-990.0,816.7,842.0
2018,7,24,19,-990.0,602.8,420.7
2018,7,24,20,-990.0,129.6,93.4
2018,7,24,21,-990.0,.0,.0
2018,7,24,22,-990.0,.0,.0
2018,7,24,23,-990.0,.0,.0
2018,7,25,0,-990.0,.0,.0
2018,7,25,1,-990.0,.0,.0
2018,7,25,2,-990.0,.0,.0
2018,7,25,3,-990.0,.0,.1
2018,7,25,4,-990.0,.0,.3
2018,7,25,5,-990.0,.0,.0
2018,7,25,6,-990.0,5.8,5.5
2018,7,25,7,-990.0,83.6,116.1
2018,7,25,8,-990.0,202.2,323.0
2018,7,25,9,-990.0,403.9,520.3
2018,7,25,10,-990.0,638.6,628.1
2018,7,25,11,-990.0,589.1,821.2
2018,7,25,12,-990.0,1253.1,932.0
2018,7,25,13,-990.0,1815.6,1708.0
2018,7,25,14,-990.0,1473.3,2252.7
2018,7,25,15,-990.0,1039.7,1585.8
2018,7,25,16,-990.0,902.5,940.3
2018,7,25,17,-990.0,748.5,1358.7
2018,7,25,18,-990.0,422.9,741.9
2018,7,25,19,-990.0,320.3,810.2
2018,7,25,20,-990.0,44.1,86.7
2018,7,25,21,-990.0,.0,.0
2018,7,25,22,-990.0,.0,.0
2018,7,25,23,-990.0,.0,.0
2018,7,26,0,-990.0,.0,.0
2018,7,26,1,-990.0,.0,.0
2018,7,26,2,-990.0,.0,.0
2018,7,26,3,-990.0,.0,.0
2018,7,26,4,-990.0,.0,.0
2018,7,26,5,-990.0,.0,.0
2018,7,26,6,-990.0,4.7,5.7
2018,7,26,7,-990.0,122.4,112.7
2018,7,26,8,-990.0,437.5,412.4
2018,7,26,9,-990.0,872.8,1252.5
2018,7,26,10,-990.0,1817.0,2281.3
2018,7,26,11,-990.0,3024.8,2980.4
2018,7,26,12,-990.0,3357.2,3352.2
2018,7,26,13,-990.0,3498.7,3490.8
2018,7,26,14,-990.0,3441.2,3451.1
2018,7,26,15,-990.0,3177.0,3216.1
2018,7,26,16,-990.0,2677.0,2777.5
2018,7,26,17,-990.0,1949.3,2204.6
2018,7,26,18,-990.0,1235.2,1497.2
2018,7,26,19,-990.0,646.4,783.0
2018,7,26,20,-990.0,124.2,85.5
2018,7,26,21,-990.0,.0,.0
2018,7,26,22,-990.0,.0,.0
2018,7,26,23,-990.0,.0,.0
2018,7,27,0,-990.0,.0,.0
2018,7,27,1,-990.0,.0,.0
2018,7,27,2,-990.0,.0,.0
2018,7,27,3,-990.0,.0,.0
2018,7,27,4,-990.0,.0,.0
2018,7,27,5,-990.0,.0,.0
2018,7,27,6,-990.0,21.1,14.3
2018,7,27,7,-990.0,395.1,253.3
2018,7,27,8,-990.0,984.5,915.8
2018,7,27,9,-990.0,1509.8,1288.0
2018,7,27,10,-990.0,2388.8,1787.0
2018,7,27,11,-990.0,2403.7,2696.8
2018,7,27,12,-990.0,2627.2,3521.8
2018,7,27,13,-990.0,3582.5,3275.8
2018,7,27,14,-990.0,3438.0,3448.4
2018,7,27,15,-990.0,3096.8,3227.1
2018,7,27,16,-990.0,2693.7,2806.4
2018,7,27,17,-990.0,1954.9,2222.1
2018,7,27,18,-990.0,1236.3,1513.2
2018,7,27,19,-990.0,640.1,772.6
2018,7,27,20,-990.0,115.2,84.2
2018,7,27,21,-990.0,.0,.0
2018,7,27,22,-990.0,.0,.0
2018,7,27,23,-990.0,.0,.0
2018,7,28,0,-990.0,.0,.0
2018,7,28,1,-990.0,.0,.0
2018,7,28,2,-990.0,.0,.0
2018,7,28,3,-990.0,.0,.0
2018,7,28,4,-990.0,.0,.0
2018,7,28,5,-990.0,.0,.0
2018,7,28,6,-990.0,24.2,12.8
2018,7,28,7,-990.0,430.1,296.0
2018,7,28,8,-990.0,1132.3,1118.6
2018,7,28,9,-990.0,1824.3,1804.9
2018,7,28,10,-990.0,2034.4,2245.0
2018,7,28,11,-990.0,1749.1,2586.0
2018,7,28,12,-990.0,1769.7,3026.3
2018,7,28,13,-990.0,3039.8,3314.1
2018,7,28,14,-990.0,3355.1,3295.6
2018,7,28,15,-990.0,3090.2,3171.9
2018,7,28,16,-990.0,2671.3,2349.2
2018,7,28,17,-990.0,1731.3,2151.8
2018,7,28,18,-990.0,850.8,1357.8
2018,7,28,19,-990.0,384.2,521.8
2018,7,28,20,-990.0,101.5,64.8
2018,7,28,21,-990.0,.0,.0
2018,7,28,22,-990.0,.0,.0
2018,7,28,23,-990.0,.0,.0
2018,7,29,0,-990.0,.0,.0
2018,7,29,1,-990.0,.0,.0
2018,7,29,2,-990.0,.0,.0
2018,7,29,3,-990.0,.0,.0
2018,7,29,4,-990.0,.0,.0
2018,7,29,5,-990.0,.0,.0
2018,7,29,6,-990.0,24.0,16.0
2018,7,29,7,-990.0,213.5,223.8
2018,7,29,8,-990.0,995.8,772.0
2018,7,29,9,-990.0,1933.7,1487.4
2018,7,29,10,-990.0,2609.3,2357.4
2018,7,29,11,-990.0,2940.0,2974.6
2018,7,29,12,-990.0,3325.7,3348.7
2018,7,29,13,-990.0,3461.8,3449.6
2018,7,29,14,-990.0,3423.3,-990.0
2018,7,29,15,-990.0,3150.6,3198.1
2018,7,29,16,-990.0,2646.9,2761.6
2018,7,29,17,-990.0,1916.4,2164.4
2018,7,29,18,-990.0,1203.2,1460.5
2018,7,29,19,-990.0,594.7,724.0
2018,7,29,20,-990.0,79.9,71.5
2018,7,29,21,-990.0,.0,.0
2018,7,29,22,-990.0,.0,.0
2018,7,29,23,-990.0,.0,.0
2018,7,30,0,-990.0,.0,.0
2018,7,30,1,-990.0,.0,.0
2018,7,30,2,-990.0,.0,.3
2018,7,30,3,-990.0,.0,.7
2018,7,30,4,-990.0,.0,.9
2018,7,30,5,-990.0,.0,.7
2018,7,30,6,-990.0,7.6,6.7
2018,7,30,7,-990.0,113.9,106.4
2018,7,30,8,-990.0,555.8,528.4
2018,7,30,9,-990.0,964.5,1026.0
2018,7,30,10,-990.0,2054.7,1418.9
2018,7,30,11,-990.0,2685.2,2706.4
2018,7,30,12,-990.0,3046.3,3099.2
2018,7,30,13,-990.0,3374.0,3457.6
2018,7,30,14,-990.0,3110.4,3498.7
2018,7,30,15,-990.0,3123.6,3194.2
2018,7,30,16,-990.0,2603.5,2717.7
2018,7,30,17,-990.0,1467.6,2241.5
2018,7,30,18,-990.0,1119.1,1517.7
2018,7,30,19,-990.0,586.4,718.9
2018,7,30,20,-990.0,98.0,64.7
2018,7,30,21,-990.0,.0,.0
2018,7,30,22,-990.0,.0,.0
2018,7,30,23,-990.0,.0,.0
2018,7,31,0,-990.0,.0,.0
2018,7,31,1,-990.0,.0,.5
2018,7,31,2,-990.0,.0,.0
2018,7,31,3,-990.0,.0,.0
2018,7,31,4,-990.0,.0,.0
2018,7,31,5,-990.0,.0,.0
2018,7,31,6,-990.0,12.0,7.2
2018,7,31,7,-990.0,143.3,174.3
2018,7,31,8,-990.0,888.5,891.6
2018,7,31,9,-990.0,1830.3,1645.8
2018,7,31,10,-990.0,2437.5,2461.1
2018,7,31,11,-990.0,2862.6,2823.8
2018,7,31,12,-990.0,3304.8,3270.0
2018,7,31,13,-990.0,3422.9,3399.6
2018,7,31,14,-990.0,3381.7,3006.7
2018,7,31,15,-990.0,3131.5,3134.1
2018,7,31,16,-990.0,2626.2,2727.6
2018,7,31,17,-990.0,1910.0,2161.1
2018,7,31,18,-990.0,1194.2,1450.8
2018,7,31,19,-990.0,588.2,726.4
2018,7,31,20,-990.0,100.0,60.5
2018,7,31,21,-990.0,.0,.0
2018,7,31,22,-990.0,.0,.0
2018,7,31,23,-990.0,.0,.0
2018,8,1,0,-990.0,.0,.0
2018,8,1,1,-990.0,.0,.0
2018,8,1,2,-990.0,.0,.0
2018,8,1,3,-990.0,.0,.0
2018,8,1,4,-990.0,.0,.0
2018,8,1,5,-990.0,.0,.0
2018,8,1,6,-990.0,18.7,8.6
2018,8,1,7,-990.0,410.4,306.5
2018,8,1,8,-990.0,1120.5,1095.3
2018,8,1,9,-990.0,1831.3,1816.7
2018,8,1,10,-990.0,2467.3,2436.0
2018,8,1,11,-990.0,2973.5,2939.1
2018,8,1,12,-990.0,3269.7,3229.9
2018,8,1,13,-990.0,3365.1,3310.1
2018,8,1,14,-990.0,3269.8,3246.4
2018,8,1,15,-990.0,2935.3,2970.8
2018,8,1,16,-990.0,2460.0,2519.6
2018,8,1,17,-990.0,1770.0,1938.0
2018,8,1,18,-990.0,1076.9,1251.2
2018,8,1,19,-990.0,494.2,557.8
2018,8,1,20,-990.0,78.1,76.5
2018,8,1,21,-990.0,.0,.0
2018,8,1,22,-990.0,.0,.0
2018,8,1,23,-990.0,.0,.0
2018,8,2,0,-990.0,.0,.0
2018,8,2,1,-990.0,.0,.0
2018,8,2,2,-990.0,.0,.0
2018,8,2,3,-990.0,.0,.0
2018,8,2,4,-990.0,.0,.0
2018,8,2,5,-990.0,.0,.0
2018,8,2,6,-990.0,18.1,16.0
2018,8,2,7,-990.0,257.1,222.7
2018,8,2,8,-990.0,791.4,763.9
2018,8,2,9,-990.0,1464.2,1357.6
2018,8,2,10,-990.0,1958.9,1991.5
2018,8,2,11,-990.0,2698.1,2620.4
2018,8,2,12,-990.0,3026.6,2943.7
2018,8,2,13,-990.0,3001.6,3082.0
2018,8,2,14,-990.0,3090.6,3065.1
2018,8,2,15,-990.0,2820.9,2826.7
2018,8,2,16,-990.0,2304.3,2385.3
2018,8,2,17,-990.0,1684.4,1823.5
2018,8,2,18,-990.0,1027.4,1145.5
2018,8,2,19,-990.0,522.2,564.7
2018,8,2,20,-990.0,69.2,69.8
2018,8,2,21,-990.0,.0,.0
2018,8,2,22,-990.0,.0,.0
2018,8,2,23,-990.0,.0,.0
2018,8,3,0,-990.0,.0,.0
2018,8,3,1,-990.0,.0,.0
2018,8,3,2,-990.0,.0,.0
2018,8,3,3,-990.0,.0,.0
2018,8,3,4,-990.0,.0,.0
2018,8,3,5,-990.0,.0,.0
2018,8,3,6,-990.0,4.5,4.4
2018,8,3,7,-990.0,238.1,225.7
2018,8,3,8,-990.0,843.2,810.4
2018,8,3,9,-990.0,1515.9,1483.1
2018,8,3,10,-990.0,2164.7,2118.9
2018,8,3,11,-990.0,2704.6,2638.5
2018,8,3,12,-990.0,3059.0,2974.2
2018,8,3,13,-990.0,3171.2,3083.7
2018,8,3,14,-990.0,3069.5,3023.3
2018,8,3,15,-990.0,2766.6,2792.9
2018,8,3,16,-990.0,2294.6,2379.7
2018,8,3,17,-990.0,1650.6,1808.2
2018,8,3,18,-990.0,985.3,1127.6
2018,8,3,19,-990.0,425.9,488.3
2018,8,3,20,-990.0,56.7,61.2
2018,8,3,21,-990.0,.0,.0
2018,8,3,22,-990.0,.0,.0
2018,8,3,23,-990.0,.0,.0
2018,8,4,0,-990.0,.0,.0
2018,8,4,1,-990.0,.0,.0
2018,8,4,2,-990.0,.0,.0
2018,8,4,3,-990.0,.0,.0
2018,8,4,4,-990.0,.0,.0
2018,8,4,5,-990.0,.0,.0
2018,8,4,6,-990.0,6.5,7.2
2018,8,4,7,-990.0,236.6,229.9
2018,8,4,8,-990.0,771.2,737.0
2018,8,4,9,-990.0,1434.6,1379.1
2018,8,4,10,-990.0,2086.2,2012.6
2018,8,4,11,-990.0,2607.5,2540.3
2018,8,4,12,-990.0,2939.7,2876.3
2018,8,4,13,-990.0,3060.6,2974.7
2018,8,4,14,-990.0,2968.6,2883.3
2018,8,4,15,-990.0,2699.2,2658.6
2018,8,4,16,-990.0,2192.8,2263.3
2018,8,4,17,-990.0,1637.5,1736.9
2018,8,4,18,-990.0,974.0,1097.7
2018,8,4,19,-990.0,409.5,435.6
2018,8,4,20,-990.0,50.8,50.8
2018,8,4,21,-990.0,.0,.0
2018,8,4,22,-990.0,.0,.0
2018,8,4,23,-990.0,.0,.0
2018,8,5,0,-990.0,.0,.0
2018,8,5,1,-990.0,.0,.0
2018,8,5,2,-990.0,.0,.0
2018,8,5,3,-990.0,.0,.0
2018,8,5,4,-990.0,.0,.0
2018,8,5,5,-990.0,.0,.0
2018,8,5,6,-990.0,4.3,5.8
2018,8,5,7,-990.0,217.6,205.2
2018,8,5,8,-990.0,706.1,618.8
2018,8,5,9,-990.0,1407.5,1423.7
2018,8,5,10,-990.0,2162.8,2023.1
2018,8,5,11,-990.0,2660.5,2560.9
2018,8,5,12,-990.0,3005.2,2946.6
2018,8,5,13,-990.0,3084.9,3060.7
2018,8,5,14,-990.0,3047.9,2997.2
2018,8,5,15,-990.0,2765.6,2742.9
2018,8,5,16,-990.0,2282.9,2311.6
2018,8,5,17,-990.0,1640.8,1740.9
2018,8,5,18,-990.0,988.0,1047.8
2018,8,5,19,-990.0,421.1,457.8
2018,8,5,20,-990.0,52.8,56.2
2018,8,5,21,-990.0,.0,.0
2018,8,5,22,-990.0,.0,.0
2018,8,5,23,-990.0,.0,.0
2018,8,6,0,-990.0,.0,.0
2018,8,6,1,-990.0,.0,.0
2018,8,6,2,-990.0,.0,.0
2018,8,6,3,-990.0,.0,.0
2018,8,6,4,-990.0,.0,.0
2018,8,6,5,-990.0,.0,.0
2018,8,6,6,-990.0,6.4,5.2
2018,8,6,7,-990.0,255.3,236.7
2018,8,6,8,-990.0,868.2,821.9
2018,8,6,9,-990.0,1562.5,1508.1
2018,8,6,10,-990.0,2204.7,2134.8
2018,8,6,11,-990.0,2732.7,2662.1
2018,8,6,12,-990.0,3073.6,3028.5
2018,8,6,13,-990.0,3224.0,3174.3
2018,8,6,14,-990.0,3150.0,3137.8
2018,8,6,15,-990.0,2858.9,2871.8
2018,8,6,16,-990.0,2355.6,2428.1
2018,8,6,17,-990.0,1673.9,1827.9
2018,8,6,18,-990.0,1001.3,1131.5
2018,8,6,19,-990.0,426.9,472.5
2018,8,6,20,-990.0,53.3,53.0
2018,8,6,21,-990.0,.0,.0
2018,8,6,22,-990.0,.0,.0
2018,8,6,23,-990.0,.0,.0
2018,8,7,0,-990.0,.0,.0
2018,8,7,1,-990.0,.0,.0
2018,8,7,2,-990.0,.0,.0
2018,8,7,3,-990.0,.0,.0
2018,8,7,4,-990.0,.0,.0
2018,8,7,5,-990.0,.0,.0
2018,8,7,6,-990.0,3.0,2.9
2018,8,7,7,-990.0,92.6,83.0
2018,8,7,8,-990.0,244.5,227.8
2018,8,7,9,-990.0,491.2,731.8
2018,8,7,10,-990.0,932.5,1255.2
2018,8,7,11,-990.0,1716.6,1724.2
2018,8,7,12,-990.0,2851.3,2960.3
2018,8,7,13,-990.0,3386.1,3421.0
2018,8,7,14,-990.0,3359.9,3349.6
2018,8,7,15,-990.0,3080.7,3119.4
2018,8,7,16,-990.0,2597.9,2693.7
2018,8,7,17,-990.0,1870.6,2105.3
2018,8,7,18,-990.0,1152.8,1392.7
2018,8,7,19,-990.0,540.9,648.4
2018,8,7,20,-990.0,54.4,27.1
2018,8,7,21,-990.0,.0,.0
2018,8,7,22,-990.0,.0,.0
2018,8,7,23,-990.0,.0,.0
2018,8,8,0,-990.0,.0,.0
2018,8,8,1,-990.0,.0,.0
2018,8,8,2,-990.0,.0,.0
2018,8,8,3,-990.0,.0,.0
2018,8,8,4,-990.0,.0,.0
2018,8,8,5,-990.0,.0,.0
2018,8,8,6,-990.0,10.0,4.7
2018,8,8,7,-990.0,213.5,242.8
2018,8,8,8,-990.0,1002.0,1101.5
2018,8,8,9,-990.0,1774.5,1769.7
