ANO,MS,DI,HR,1200535,1200579,1210762
2018,3,29,11,-990.0,1433.8,1159.4
2018,3,29,12,-990.0,2201.7,2047.0
2018,3,29,13,-990.0,2355.1,2060.9
2018,3,29,14,-990.0,3516.6,1633.8
2018,3,29,15,-990.0,1221.4,1966.0
2018,3,29,16,-990.0,1500.3,1571.7
2018,3,29,17,-990.0,701.5,834.4
2018,3,29,18,-990.0,330.0,261.1
2018,3,29,19,-990.0,122.8,92.9
2018,3,29,20,-990.0,.2,.1
2018,3,29,21,-990.0,.0,.1
2018,3,29,22,-990.0,.0,.0
2018,3,29,23,-990.0,.0,.0
2018,3,30,0,-990.0,.0,.0
2018,3,30,1,-990.0,.0,.0
2018,3,30,2,-990.0,.0,.0
2018,3,30,3,-990.0,.0,.6
2018,3,30,4,-990.0,.0,.0
2018,3,30,5,-990.0,.0,.0
2018,3,30,6,-990.0,.0,.0
2018,3,30,7,-990.0,26.7,29.0
2018,3,30,8,-990.0,422.2,385.4
2018,3,30,9,-990.0,1567.8,1318.0
2018,3,30,10,-990.0,2099.8,1570.2
2018,3,30,11,-990.0,1691.8,1957.9
2018,3,30,12,-990.0,2220.3,2368.4
2018,3,30,13,-990.0,2011.7,2321.0
2018,3,30,14,-990.0,2314.8,2441.8
2018,3,30,15,-990.0,1934.5,2506.7
2018,3,30,16,-990.0,972.9,769.2
2018,3,30,17,-990.0,1407.6,877.6
2018,3,30,18,-990.0,531.8,648.5
2018,3,30,19,-990.0,168.1,169.5
2018,3,30,20,-990.0,.0,.0
2018,3,30,21,-990.0,.0,.0
2018,3,30,22,-990.0,.0,.0
2018,3,30,23,-990.0,.0,.0
2018,3,31,0,-990.0,.0,.0
2018,3,31,1,-990.0,.0,.0
2018,3,31,2,-990.0,.0,.0
2018,3,31,3,-990.0,.0,.0
2018,3,31,4,-990.0,.0,.0
2018,3,31,5,-990.0,.0,.0
2018,3,31,6,-990.0,.0,.0
2018,3,31,7,-990.0,51.2,33.8
2018,3,31,8,-990.0,558.9,430.6
2018,3,31,9,-990.0,1401.6,1245.5
2018,3,31,10,-990.0,2174.5,1482.0
2018,3,31,11,-990.0,2566.0,2171.7
2018,3,31,12,-990.0,2855.9,2620.9
2018,3,31,13,-990.0,2973.4,3045.0
2018,3,31,14,-990.0,3449.1,3028.4
2018,3,31,15,-990.0,2829.3,2748.9
2018,3,31,16,-990.0,2314.0,2207.5
2018,3,31,17,-990.0,1666.5,1615.5
2018,3,31,18,-990.0,871.4,774.3
2018,3,31,19,-990.0,159.7,186.4
2018,3,31,20,-990.0,.0,.0
2018,3,31,21,-990.0,.0,.0
2018,3,31,22,-990.0,.0,.0
2018,3,31,23,-990.0,.0,.0
2018,4,1,0,-990.0,.0,.0
2018,4,1,1,-990.0,.0,.0
2018,4,1,2,-990.0,.0,.0
2018,4,1,3,-990.0,.0,.0
2018,4,1,4,-990.0,.0,.0
2018,4,1,5,-990.0,.0,.0
2018,4,1,6,-990.0,.0,.0
2018,4,1,7,-990.0,45.3,31.6
2018,4,1,8,-990.0,401.1,322.7
2018,4,1,9,-990.0,1130.6,997.3
2018,4,1,10,-990.0,1823.5,1531.0
2018,4,1,11,-990.0,1808.4,1635.5
2018,4,1,12,-990.0,3252.0,2805.1
2018,4,1,13,-990.0,3540.2,3129.5
2018,4,1,14,-990.0,3326.4,2710.9
2018,4,1,15,-990.0,2439.6,2161.2
2018,4,1,16,-990.0,2035.5,1825.4
2018,4,1,17,-990.0,1121.9,1023.0
2018,4,1,18,-990.0,1098.0,985.1
2018,4,1,19,-990.0,179.8,195.1
2018,4,1,20,-990.0,.2,.5
2018,4,1,21,-990.0,.0,.0
2018,4,1,22,-990.0,.0,.0
2018,4,1,23,-990.0,.0,.0
2018,4,2,0,-990.0,.0,.0
2018,4,2,1,-990.0,.0,.0
2018,4,2,2,-990.0,.0,.0
2018,4,2,3,-990.0,.0,.0
2018,4,2,4,-990.0,.0,.0
2018,4,2,5,-990.0,.0,.0
2018,4,2,6,-990.0,.0,.0
2018,4,2,7,-990.0,14.8,7.3
2018,4,2,8,-990.0,49.9,30.7
2018,4,2,9,-990.0,140.5,175.9
2018,4,2,10,-990.0,369.0,371.2
2018,4,2,11,-990.0,1267.8,1277.5
2018,4,2,12,-990.0,2566.0,2803.5
2018,4,2,13,-990.0,2985.5,3073.7
2018,4,2,14,-990.0,2538.1,2295.6
2018,4,2,15,-990.0,1484.6,1377.7
2018,4,2,16,-990.0,1439.2,1356.4
2018,4,2,17,-990.0,771.9,586.3
2018,4,2,18,-990.0,289.4,301.3
2018,4,2,19,-990.0,90.4,89.1
2018,4,2,20,-990.0,2.7,3.7
2018,4,2,21,-990.0,.0,.0
2018,4,2,22,-990.0,.0,.0
2018,4,2,23,-990.0,.0,1.6
2018,4,3,0,-990.0,.0,.8
2018,4,3,1,-990.0,.0,.0
2018,4,3,2,-990.0,.0,.1
2018,4,3,3,-990.0,.0,.0
2018,4,3,4,-990.0,.0,.0
2018,4,3,5,-990.0,.0,.0
2018,4,3,6,-990.0,.0,.0
2018,4,3,7,-990.0,33.9,16.3
2018,4,3,8,-990.0,382.9,222.9
2018,4,3,9,-990.0,1342.7,1297.9
2018,4,3,10,-990.0,2154.9,1991.2
2018,4,3,11,-990.0,1783.9,1512.5
2018,4,3,12,-990.0,1996.9,2117.9
2018,4,3,13,-990.0,3286.5,3068.4
2018,4,3,14,-990.0,3082.3,2865.7
2018,4,3,15,-990.0,2538.4,2858.5
2018,4,3,16,-990.0,1356.3,1982.1
2018,4,3,17,-990.0,1221.8,1294.4
2018,4,3,18,-990.0,580.9,775.9
2018,4,3,19,-990.0,101.8,91.9
2018,4,3,20,-990.0,.1,.0
2018,4,3,21,-990.0,.0,.0
2018,4,3,22,-990.0,.0,.0
2018,4,3,23,-990.0,.0,.0
2018,4,4,0,-990.0,.0,.0
2018,4,4,1,-990.0,.0,.0
2018,4,4,2,-990.0,.0,.0
2018,4,4,3,-990.0,.0,.0
2018,4,4,4,-990.0,.0,.4
2018,4,4,5,-990.0,.0,.0
2018,4,4,6,-990.0,.0,.0
2018,4,4,7,-990.0,86.0,51.1
2018,4,4,8,-990.0,321.3,252.4
2018,4,4,9,-990.0,1690.6,1124.2
2018,4,4,10,-990.0,2568.4,1862.3
2018,4,4,11,-990.0,3102.3,1690.0
2018,4,4,12,-990.0,1948.5,1795.7
2018,4,4,13,-990.0,2728.8,2537.1
2018,4,4,14,-990.0,2349.1,2672.8
2018,4,4,15,-990.0,1568.4,1894.0
2018,4,4,16,-990.0,1552.4,1704.8
2018,4,4,17,-990.0,1748.6,1068.2
2018,4,4,18,-990.0,998.1,933.2
2018,4,4,19,-990.0,190.9,247.4
2018,4,4,20,-990.0,.3,.4
2018,4,4,21,-990.0,.0,.0
2018,4,4,22,-990.0,.0,.0
2018,4,4,23,-990.0,.0,.0
2018,4,5,0,-990.0,.0,.0
2018,4,5,1,-990.0,.0,.0
2018,4,5,2,-990.0,.0,.0
2018,4,5,3,-990.0,.0,.0
2018,4,5,4,-990.0,.0,.0
2018,4,5,5,-990.0,.0,.0
2018,4,5,6,-990.0,.0,.0
2018,4,5,7,-990.0,56.8,65.2
2018,4,5,8,-990.0,385.9,507.6
2018,4,5,9,-990.0,1074.7,1275.6
2018,4,5,10,-990.0,2176.3,1847.1
2018,4,5,11,-990.0,2764.5,2329.9
2018,4,5,12,-990.0,2927.0,2561.1
2018,4,5,13,-990.0,2801.3,2460.8
2018,4,5,14,-990.0,3179.7,2853.6
2018,4,5,15,-990.0,2560.0,2495.8
2018,4,5,16,-990.0,2558.7,2413.6
2018,4,5,17,-990.0,1833.9,1755.1
2018,4,5,18,-990.0,1001.0,997.7
2018,4,5,19,-990.0,192.7,256.7
2018,4,5,20,-990.0,.8,1.2
2018,4,5,21,-990.0,.0,.0
2018,4,5,22,-990.0,.0,.0
2018,4,5,23,-990.0,.0,.0
2018,4,6,0,-990.0,.0,.0
2018,4,6,1,-990.0,.0,.0
2018,4,6,2,-990.0,.0,.0
2018,4,6,3,-990.0,.0,.0
2018,4,6,4,-990.0,.0,.0
2018,4,6,5,-990.0,.0,.0
2018,4,6,6,-990.0,.0,.0
2018,4,6,7,-990.0,54.4,18.0
2018,4,6,8,-990.0,90.6,74.8
2018,4,6,9,-990.0,242.9,320.6
2018,4,6,10,-990.0,657.0,455.2
2018,4,6,11,-990.0,348.0,397.6
2018,4,6,12,-990.0,439.2,374.0
2018,4,6,13,-990.0,689.1,488.6
2018,4,6,14,-990.0,266.4,195.6
2018,4,6,15,-990.0,220.6,207.5
2018,4,6,16,-990.0,753.5,772.7
2018,4,6,17,-990.0,692.2,687.9
2018,4,6,18,-990.0,505.2,477.7
2018,4,6,19,-990.0,289.2,324.4
2018,4,6,20,-990.0,5.9,9.7
2018,4,6,21,-990.0,.0,.0
2018,4,6,22,-990.0,.0,.0
2018,4,6,23,-990.0,.0,.0
2018,4,7,0,-990.0,.0,.0
2018,4,7,1,-990.0,.0,.2
2018,4,7,2,-990.0,.0,.0
2018,4,7,3,-990.0,.3,.0
2018,4,7,4,-990.0,.1,.0
2018,4,7,5,-990.0,.0,.0
2018,4,7,6,-990.0,.0,.4
2018,4,7,7,-990.0,31.9,19.2
2018,4,7,8,-990.0,646.8,515.3
2018,4,7,9,-990.0,1670.7,1088.8
2018,4,7,10,-990.0,1954.6,2121.5
2018,4,7,11,-990.0,2764.1,2419.0
2018,4,7,12,-990.0,2798.1,2352.4
2018,4,7,13,-990.0,1752.6,1750.6
2018,4,7,14,-990.0,1581.3,2669.0
2018,4,7,15,-990.0,1379.7,1314.4
2018,4,7,16,-990.0,2194.7,1745.2
2018,4,7,17,-990.0,910.1,1063.0
2018,4,7,18,-990.0,675.9,837.4
2018,4,7,19,-990.0,201.6,283.5
2018,4,7,20,-990.0,1.2,.5
2018,4,7,21,-990.0,.0,.0
2018,4,7,22,-990.0,.0,.0
2018,4,7,23,-990.0,.0,.0
2018,4,8,0,-990.0,.0,.0
2018,4,8,1,-990.0,.0,.0
2018,4,8,2,-990.0,.0,.0
2018,4,8,3,-990.0,.0,.0
2018,4,8,4,-990.0,.0,.0
2018,4,8,5,-990.0,.0,.3
2018,4,8,6,-990.0,.0,.0
2018,4,8,7,-990.0,129.6,83.9
2018,4,8,8,-990.0,518.1,670.6
2018,4,8,9,-990.0,1438.8,1516.8
2018,4,8,10,-990.0,1753.5,1441.2
2018,4,8,11,-990.0,2183.5,1462.7
2018,4,8,12,-990.0,2632.6,2608.1
2018,4,8,13,-990.0,2254.1,2536.2
2018,4,8,14,-990.0,991.4,1030.1
2018,4,8,15,-990.0,770.8,526.2
2018,4,8,16,-990.0,774.0,513.1
2018,4,8,17,-990.0,638.3,562.9
2018,4,8,18,-990.0,699.4,688.6
2018,4,8,19,-990.0,193.2,200.9
2018,4,8,20,-990.0,2.8,4.2
2018,4,8,21,-990.0,.3,.2
2018,4,8,22,-990.0,.0,.0
2018,4,8,23,-990.0,.0,.1
2018,4,9,0,-990.0,.6,.6
2018,4,9,1,-990.0,.0,.0
2018,4,9,2,-990.0,.0,.0
2018,4,9,3,-990.0,.0,.1
2018,4,9,4,-990.0,.0,.0
2018,4,9,5,-990.0,.0,.0
2018,4,9,6,-990.0,.0,.0
2018,4,9,7,-990.0,136.5,77.9
2018,4,9,8,-990.0,575.7,399.1
2018,4,9,9,-990.0,1663.0,1338.3
2018,4,9,10,-990.0,1961.7,1001.2
2018,4,9,11,-990.0,2342.0,2148.2
2018,4,9,12,-990.0,2642.8,2250.0
2018,4,9,13,-990.0,2614.6,2227.9
2018,4,9,14,-990.0,3221.8,2848.3
2018,4,9,15,-990.0,2572.3,1953.6
2018,4,9,16,-990.0,1796.1,1590.4
2018,4,9,17,-990.0,1293.6,1001.3
2018,4,9,18,-990.0,691.4,699.5
2018,4,9,19,-990.0,75.0,95.5
2018,4,9,20,-990.0,2.6,3.7
2018,4,9,21,-990.0,.0,.0
2018,4,9,22,-990.0,.0,.0
2018,4,9,23,-990.0,.0,.0
2018,4,10,0,-990.0,.0,.0
2018,4,10,1,-990.0,.0,.0
2018,4,10,2,-990.0,.0,.0
2018,4,10,3,-990.0,.0,.0
2018,4,10,4,-990.0,.0,.0
2018,4,10,5,-990.0,.0,.0
2018,4,10,6,-990.0,.0,.0
2018,4,10,7,-990.0,13.7,14.8
2018,4,10,8,-990.0,87.6,99.8
2018,4,10,9,-990.0,220.7,250.1
2018,4,10,10,-990.0,429.8,384.2
2018,4,10,11,-990.0,660.8,669.2
2018,4,10,12,-990.0,1289.1,1234.9
2018,4,10,13,-990.0,2109.9,1543.3
2018,4,10,14,-990.0,2483.8,1817.7
2018,4,10,15,-990.0,2923.5,1762.1
2018,4,10,16,-990.0,1481.9,1494.7
2018,4,10,17,-990.0,1338.4,1519.1
2018,4,10,18,-990.0,421.3,388.3
2018,4,10,19,-990.0,170.1,202.6
2018,4,10,20,-990.0,.5,.7
2018,4,10,21,-990.0,.8,.0
2018,4,10,22,-990.0,.0,.0
2018,4,10,23,-990.0,.1,.3
2018,4,11,0,-990.0,.0,.1
2018,4,11,1,-990.0,.0,.0
2018,4,11,2,-990.0,.0,.0
2018,4,11,3,-990.0,.0,.0
2018,4,11,4,-990.0,.0,.0
2018,4,11,5,-990.0,.0,.0
2018,4,11,6,-990.0,.0,.0
2018,4,11,7,-990.0,130.4,114.6
2018,4,11,8,-990.0,829.7,652.2
2018,4,11,9,-990.0,1781.0,1393.0
2018,4,11,10,-990.0,2230.1,1615.3
2018,4,11,11,-990.0,1849.9,2392.7
2018,4,11,12,-990.0,2173.3,2214.5
2018,4,11,13,-990.0,2183.5,2672.4
2018,4,11,14,-990.0,2922.1,2052.9
2018,4,11,15,-990.0,2374.9,2021.6
2018,4,11,16,-990.0,1287.9,1758.2
2018,4,11,17,-990.0,1485.4,1220.6
2018,4,11,18,-990.0,966.6,475.6
2018,4,11,19,-990.0,228.5,201.6
2018,4,11,20,-990.0,2.2,3.6
2018,4,11,21,-990.0,.0,.0
2018,4,11,22,-990.0,.0,.0
2018,4,11,23,-990.0,.0,.0
2018,4,12,0,-990.0,.0,.0
2018,4,12,1,-990.0,.0,.0
2018,4,12,2,-990.0,.0,.0
2018,4,12,3,-990.0,.0,.0
2018,4,12,4,-990.0,.0,.0
2018,4,12,5,-990.0,.0,.0
2018,4,12,6,-990.0,.0,.0
2018,4,12,7,-990.0,14.9,10.7
2018,4,12,8,-990.0,60.5,55.8
2018,4,12,9,-990.0,41.3,43.0
2018,4,12,10,-990.0,211.6,176.4
2018,4,12,11,-990.0,701.6,631.1
2018,4,12,12,-990.0,1976.9,1785.4
2018,4,12,13,-990.0,3023.4,2512.1
2018,4,12,14,-990.0,3012.8,2090.2
2018,4,12,15,-990.0,1872.9,1914.8
2018,4,12,16,-990.0,1527.1,925.1
2018,4,12,17,-990.0,1222.0,1065.9
2018,4,12,18,-990.0,377.0,352.8
2018,4,12,19,-990.0,122.0,161.7
2018,4,12,20,-990.0,.0,1.4
2018,4,12,21,-990.0,.0,.0
2018,4,12,22,-990.0,.0,2.3
2018,4,12,23,-990.0,.2,3.2
2018,4,13,0,-990.0,.0,2.2
2018,4,13,1,-990.0,.0,.0
2018,4,13,2,-990.0,.0,.0
2018,4,13,3,-990.0,.0,.0
2018,4,13,4,-990.0,.0,.0
2018,4,13,5,-990.0,.0,.0
2018,4,13,6,-990.0,.1,.0
2018,4,13,7,-990.0,65.4,94.1
2018,4,13,8,-990.0,527.2,499.4
2018,4,13,9,-990.0,1029.7,1649.3
2018,4,13,10,-990.0,1828.2,1176.3
2018,4,13,11,-990.0,1402.2,1706.7
2018,4,13,12,-990.0,1109.3,2174.3
2018,4,13,13,-990.0,2435.3,1836.9
2018,4,13,14,-990.0,461.7,512.8
2018,4,13,15,-990.0,831.5,675.8
2018,4,13,16,-990.0,1838.8,1631.8
2018,4,13,17,-990.0,943.6,978.7
2018,4,13,18,-990.0,626.7,900.1
2018,4,13,19,-990.0,107.9,248.1
2018,4,13,20,-990.0,2.9,4.5
2018,4,13,21,-990.0,.0,.0
2018,4,13,22,-990.0,.0,.0
2018,4,13,23,-990.0,.0,.0
2018,4,14,0,-990.0,.0,.0
2018,4,14,1,-990.0,.0,.0
2018,4,14,2,-990.0,.0,.0
2018,4,14,3,-990.0,.0,.0
2018,4,14,4,-990.0,.0,.2
2018,4,14,5,-990.0,.0,.0
2018,4,14,6,-990.0,.1,.0
2018,4,14,7,-990.0,108.8,60.7
2018,4,14,8,-990.0,836.5,753.7
2018,4,14,9,-990.0,1343.2,1013.7
2018,4,14,10,-990.0,1198.6,1376.4
2018,4,14,11,-990.0,1819.7,1801.9
2018,4,14,12,-990.0,2922.7,2150.2
2018,4,14,13,-990.0,1843.3,3182.8
2018,4,14,14,-990.0,2660.0,3452.8
2018,4,14,15,-990.0,2095.9,3054.0
2018,4,14,16,-990.0,2290.7,2522.4
2018,4,14,17,-990.0,1468.3,1497.1
2018,4,14,18,-990.0,693.7,866.8
2018,4,14,19,-990.0,176.8,197.0
2018,4,14,20,-990.0,1.3,5.4
2018,4,14,21,-990.0,.0,.0
2018,4,14,22,-990.0,.0,.0
2018,4,14,23,-990.0,.0,.0
2018,4,15,0,-990.0,.0,.0
2018,4,15,1,-990.0,.0,.0
2018,4,15,2,-990.0,.0,.0
2018,4,15,3,-990.0,.0,.0
2018,4,15,4,-990.0,.0,.0
2018,4,15,5,-990.0,.0,.0
2018,4,15,6,-990.0,.4,.0
2018,4,15,7,-990.0,60.6,25.0
2018,4,15,8,-990.0,193.4,83.8
2018,4,15,9,-990.0,401.7,337.6
2018,4,15,10,-990.0,730.5,700.9
2018,4,15,11,-990.0,1194.7,921.7
2018,4,15,12,-990.0,1379.5,995.5
2018,4,15,13,-990.0,1869.5,1537.2
2018,4,15,14,-990.0,1806.5,1633.7
2018,4,15,15,-990.0,1556.6,1145.3
2018,4,15,16,-990.0,1415.0,693.6
2018,4,15,17,-990.0,659.3,605.4
2018,4,15,18,-990.0,727.7,567.6
2018,4,15,19,-990.0,214.3,184.5
2018,4,15,20,-990.0,8.8,10.9
2018,4,15,21,-990.0,.0,.0
2018,4,15,22,-990.0,.0,.0
2018,4,15,23,-990.0,.0,.0
2018,4,16,0,-990.0,.0,.0
2018,4,16,1,-990.0,.0,.0
2018,4,16,2,-990.0,.0,.0
2018,4,16,3,-990.0,.0,.0
2018,4,16,4,-990.0,.0,.0
2018,4,16,5,-990.0,.0,.0
2018,4,16,6,-990.0,1.4,.3
2018,4,16,7,-990.0,212.6,135.2
2018,4,16,8,-990.0,928.0,774.8
2018,4,16,9,-990.0,1454.5,1507.1
2018,4,16,10,-990.0,2198.7,2236.5
2018,4,16,11,-990.0,1559.8,2780.9
2018,4,16,12,-990.0,3435.5,3215.2
2018,4,16,13,-990.0,3381.2,3358.4
2018,4,16,14,-990.0,3413.0,2894.5
2018,4,16,15,-990.0,2559.3,2921.9
2018,4,16,16,-990.0,2422.7,2519.1
2018,4,16,17,-990.0,1786.2,1122.4
2018,4,16,18,-990.0,886.4,810.0
2018,4,16,19,-990.0,294.2,369.0
2018,4,16,20,-990.0,7.4,8.6
2018,4,16,21,-990.0,.0,.0
2018,4,16,22,-990.0,.0,.0
2018,4,16,23,-990.0,.0,.0
2018,4,17,0,-990.0,.0,.0
2018,4,17,1,-990.0,.0,.0
2018,4,17,2,-990.0,.0,.0
2018,4,17,3,-990.0,.0,.0
2018,4,17,4,-990.0,.0,.0
2018,4,17,5,-990.0,.0,.0
2018,4,17,6,-990.0,1.5,.8
2018,4,17,7,-990.0,92.4,97.6
2018,4,17,8,-990.0,368.7,335.8
2018,4,17,9,-990.0,1239.2,1411.5
2018,4,17,10,-990.0,2407.2,2041.4
2018,4,17,11,-990.0,3185.3,2810.4
2018,4,17,12,-990.0,3614.5,3164.4
2018,4,17,13,-990.0,3757.3,3328.0
2018,4,17,14,-990.0,3659.3,3283.5
2018,4,17,15,-990.0,3295.1,3011.8
2018,4,17,16,-990.0,2695.6,2550.1
2018,4,17,17,-990.0,1933.9,1871.1
2018,4,17,18,-990.0,1118.3,1157.3
2018,4,17,19,-990.0,304.7,399.0
2018,4,17,20,-990.0,7.8,9.4
2018,4,17,21,-990.0,.0,.0
2018,4,17,22,-990.0,.0,.0
2018,4,17,23,-990.0,.0,.0
2018,4,18,0,-990.0,.0,.0
2018,4,18,1,-990.0,.0,.0
2018,4,18,2,-990.0,.0,.0
2018,4,18,3,-990.0,.0,.0
2018,4,18,4,-990.0,.0,.0
2018,4,18,5,-990.0,.0,.0
2018,4,18,6,-990.0,.8,.0
2018,4,18,7,-990.0,253.9,174.9
2018,4,18,8,-990.0,1030.1,824.4
2018,4,18,9,-990.0,1866.9,1580.4
2018,4,18,10,-990.0,2625.5,2258.0
2018,4,18,11,-990.0,3237.2,2825.5
2018,4,18,12,-990.0,3604.8,3168.3
2018,4,18,13,-990.0,3716.7,3284.2
2018,4,18,14,-990.0,3606.1,3225.4
2018,4,18,15,-990.0,3234.0,2999.0
2018,4,18,16,-990.0,2640.2,2521.6
2018,4,18,17,-990.0,1916.3,1865.9
2018,4,18,18,-990.0,1098.5,1122.3
2018,4,18,19,-990.0,298.1,359.1
2018,4,18,20,-990.0,2.9,4.6
2018,4,18,21,-990.0,.0,.0
2018,4,18,22,-990.0,.0,.0
2018,4,18,23,-990.0,.0,.0
2018,4,19,0,-990.0,.0,.0
2018,4,19,1,-990.0,.0,.0
2018,4,19,2,-990.0,.0,.0
2018,4,19,3,-990.0,.0,.0
2018,4,19,4,-990.0,.0,.0
2018,4,19,5,-990.0,.0,.0
2018,4,19,6,-990.0,7.4,3.5
2018,4,19,7,-990.0,411.6,313.9
2018,4,19,8,-990.0,1069.0,915.8
2018,4,19,9,-990.0,1708.2,1436.9
2018,4,19,10,-990.0,2344.7,1877.7
2018,4,19,11,-990.0,2862.8,2322.5
2018,4,19,12,-990.0,3338.6,2645.3
2018,4,19,13,-990.0,3532.3,3158.5
2018,4,19,14,-990.0,2959.1,2552.7
2018,4,19,15,-990.0,2453.4,2186.3
2018,4,19,16,-990.0,2185.8,2180.1
2018,4,19,17,-990.0,1708.5,1623.2
2018,4,19,18,-990.0,1274.8,1271.3
2018,4,19,19,-990.0,250.9,247.2
2018,4,19,20,-990.0,10.7,14.3
2018,4,19,21,-990.0,.0,.0
2018,4,19,22,-990.0,.0,.0
2018,4,19,23,-990.0,.0,.0
2018,4,20,0,-990.0,.0,.0
2018,4,20,1,-990.0,.0,.0
2018,4,20,2,-990.0,.0,.0
2018,4,20,3,-990.0,.0,.0
2018,4,20,4,-990.0,.0,.0
2018,4,20,5,-990.0,.0,.0
2018,4,20,6,-990.0,2.1,.3
2018,4,20,7,-990.0,289.7,188.8
2018,4,20,8,-990.0,851.6,734.8
2018,4,20,9,-990.0,1729.7,1473.9
2018,4,20,10,-990.0,1552.3,1335.6
2018,4,20,11,-990.0,1016.2,786.3
2018,4,20,12,-990.0,2578.1,2060.0
2018,4,20,13,-990.0,2619.0,2075.8
2018,4,20,14,-990.0,1494.7,1349.5
2018,4,20,15,-990.0,1125.1,1018.8
2018,4,20,16,-990.0,945.7,848.6
2018,4,20,17,-990.0,322.8,289.1
2018,4,20,18,-990.0,66.4,35.3
2018,4,20,19,-990.0,12.5,9.8
2018,4,20,20,-990.0,4.8,13.7
2018,4,20,21,-990.0,.0,.0
2018,4,20,22,-990.0,.0,.0
2018,4,20,23,-990.0,.0,.0
2018,4,21,0,-990.0,.0,.0
2018,4,21,1,-990.0,.0,.0
2018,4,21,2,-990.0,.0,.0
2018,4,21,3,-990.0,.0,.0
2018,4,21,4,-990.0,.0,.0
2018,4,21,5,-990.0,.0,.0
2018,4,21,6,-990.0,.3,.6
2018,4,21,7,-990.0,44.8,39.3
2018,4,21,8,-990.0,55.0,46.0
2018,4,21,9,-990.0,14.6,13.5
2018,4,21,10,-990.0,171.0,217.6
2018,4,21,11,-990.0,161.6,372.1
2018,4,21,12,-990.0,431.7,526.0
2018,4,21,13,-990.0,552.2,652.9
2018,4,21,14,-990.0,521.5,638.0
2018,4,21,15,-990.0,1087.3,651.3
2018,4,21,16,-990.0,1830.1,1953.8
2018,4,21,17,-990.0,1994.7,1284.5
2018,4,21,18,-990.0,1211.1,1166.4
2018,4,21,19,-990.0,420.9,518.8
2018,4,21,20,-990.0,13.9,17.2
2018,4,21,21,-990.0,.0,.2
2018,4,21,22,-990.0,.0,.0
2018,4,21,23,-990.0,.0,.9
2018,4,22,0,-990.0,.0,.1
2018,4,22,1,-990.0,.0,.0
2018,4,22,2,-990.0,.0,.0
2018,4,22,3,-990.0,.0,.0
2018,4,22,4,-990.0,.0,.0
2018,4,22,5,-990.0,.0,.0
2018,4,22,6,-990.0,1.7,.1
2018,4,22,7,-990.0,226.7,151.8
2018,4,22,8,-990.0,489.8,254.3
2018,4,22,9,-990.0,894.0,544.6
2018,4,22,10,-990.0,1380.3,1557.5
2018,4,22,11,-990.0,788.1,670.7
2018,4,22,12,-990.0,1004.5,1009.3
2018,4,22,13,-990.0,1332.4,905.8
2018,4,22,14,-990.0,2338.5,1746.3
2018,4,22,15,-990.0,1381.9,1060.3
2018,4,22,16,-990.0,487.9,396.2
2018,4,22,17,-990.0,595.4,536.6
2018,4,22,18,-990.0,386.6,314.2
2018,4,22,19,-990.0,104.0,101.4
2018,4,22,20,-990.0,8.1,10.9
2018,4,22,21,-990.0,.0,.0
2018,4,22,22,-990.0,.0,.0
2018,4,22,23,-990.0,.0,.1
2018,4,23,0,-990.0,.0,.4
2018,4,23,1,-990.0,.0,.0
2018,4,23,2,-990.0,.0,.0
2018,4,23,3,-990.0,.0,.0
2018,4,23,4,-990.0,.0,.0
2018,4,23,5,-990.0,.0,.0
2018,4,23,6,-990.0,1.2,.0
2018,4,23,7,-990.0,101.0,85.4
2018,4,23,8,-990.0,816.9,652.2
2018,4,23,9,-990.0,1765.2,1607.4
2018,4,23,10,-990.0,2088.8,2056.5
2018,4,23,11,-990.0,3124.2,2683.8
2018,4,23,12,-990.0,3274.4,2928.2
2018,4,23,13,-990.0,3474.7,2831.1
2018,4,23,14,-990.0,3495.9,2946.8
2018,4,23,15,-990.0,3200.3,2885.5
2018,4,23,16,-990.0,2601.3,2262.8
2018,4,23,17,-990.0,1655.1,1574.0
2018,4,23,18,-990.0,1042.8,1049.4
2018,4,23,19,-990.0,345.0,363.3
2018,4,23,20,-990.0,12.8,14.7
2018,4,23,21,-990.0,.0,.0
2018,4,23,22,-990.0,.0,.0
2018,4,23,23,-990.0,.0,.0
2018,4,24,0,-990.0,.0,.0
2018,4,24,1,-990.0,.0,.0
2018,4,24,2,-990.0,.0,.0
2018,4,24,3,-990.0,.0,.0
2018,4,24,4,-990.0,.0,.0
2018,4,24,5,-990.0,.0,.0
2018,4,24,6,-990.0,2.0,.1
2018,4,24,7,-990.0,134.1,100.5
2018,4,24,8,-990.0,755.7,513.8
2018,4,24,9,-990.0,1737.5,1486.3
2018,4,24,10,-990.0,2487.6,2157.6
2018,4,24,11,-990.0,3060.4,2695.8
2018,4,24,12,-990.0,3430.6,3037.8
2018,4,24,13,-990.0,3558.4,3157.5
2018,4,24,14,-990.0,3607.1,3191.9
2018,4,24,15,-990.0,3117.3,2677.4
2018,4,24,16,-990.0,2472.3,2380.2
2018,4,24,17,-990.0,1745.3,1704.1
2018,4,24,18,-990.0,1229.6,1238.5
2018,4,24,19,-990.0,384.7,398.7
2018,4,24,20,-990.0,68.0,76.0
2018,4,24,21,-990.0,.0,.0
2018,4,24,22,-990.0,.0,.0
2018,4,24,23,-990.0,.0,.0
2018,4,25,0,-990.0,.0,.0
2018,4,25,1,-990.0,.0,.0
2018,4,25,2,-990.0,.0,.0
2018,4,25,3,-990.0,.0,.0
